"Refprod";"Nomprod";"NoFour";"CodeCateg";"NoSousCateg";"QteParUnit";"PrixUnit";"UnitesStock";"UnitesCom";"NiveauReap";"Indisponible"
1623;"Boeuf, rumsteck, cru";34;54;41730;"1";8,82 €;100;0;0;0
1624;"Boeuf, bavette d'aloyau, crue";34;54;41731;"1";9,59 €;100;0;0;0
1625;"Boeuf, à bourguignon ou pot-au-feu, cru";34;54;41732;"1";11,49 €;100;0;0;0
1626;"Bœuf, steak haché 5% MG, cru";34;54;41733;"1";11,49 €;100;0;0;0
1627;"Bœuf, steak haché 10% MG, cru";34;54;41734;"1";10,16 €;100;0;0;0
1628;"Bœuf, steak haché 15% MG, cru";34;54;41735;"1";11,61 €;100;0;0;0
1629;"Bœuf, steak haché 20% MG, cru";34;54;41736;"1";11,26 €;100;0;0;0
1630;"Boeuf, paleron, cru";34;54;41737;"1";9,93 €;100;0;0;0
1631;"Veau, côte, crue";34;54;41738;"1";9,05 €;100;0;0;0
1632;"Veau, carré, cru";34;54;41739;"1";10,35 €;100;0;0;0
1633;"Veau, escalope, crue";34;54;41740;"1";8,82 €;100;0;0;0
1634;"Veau, noix, crue";34;54;41741;"1";11,61 €;100;0;0;0
1635;"Veau, filet, cru";34;54;41742;"1";11,49 €;100;0;0;0
1636;"Veau, steak haché 20% MG, cru";34;54;41743;"1";11,61 €;100;0;0;0
1637;"Veau, steak haché 15% MG, cru";34;54;41744;"1";13,97 €;100;0;0;0
1638;"Veau, poitrine, crue";34;54;41745;"1";14,16 €;100;0;0;0
1639;"Veau, rôti, cru";34;54;41746;"1";17,21 €;100;0;0;0
1640;"Veau, épaule, crue";34;54;41747;"1";10,35 €;100;0;0;0
1641;"Veau, pied, cru";34;54;41748;"1";14,92 €;100;0;0;0
1642;"Veau, jarret, cru";34;54;41749;"1";14,92 €;100;0;0;0
1643;"Veau, collier, cru";34;54;41750;"1";9,59 €;100;0;0;0
1644;"Porc, épaule, crue";34;54;41751;"1";13,31 €;100;0;0;0
1645;"Porc, poitrine, crue";34;54;41752;"1";11,98 €;100;0;0;0
1646;"Porc, longe, crue";34;54;41753;"1";11,10 €;100;0;0;0
1647;"Porc, jarret, cru";34;54;41754;"1";12,40 €;100;0;0;0
1648;"Porc, côte, crue";34;54;41755;"1";10,87 €;100;0;0;0
1649;"Porc, rouelle de jambon, crue";34;54;41756;"1";13,66 €;100;0;0;0
1650;"Porc, carré, cru";34;54;41757;"1";13,54 €;100;0;0;0
1651;"Porc, filet, maigre, cru";34;54;41758;"1";13,66 €;100;0;0;0
1652;"Porc, filet mignon, cru";34;54;41759;"1";16,02 €;100;0;0;0
1653;"Porc, rôti, cru";34;54;41760;"1";16,21 €;100;0;0;0
1654;"Porc, échine, crue";34;54;41761;"1";19,26 €;100;0;0;0
1655;"Porc, travers, cru";34;54;41762;"1";12,40 €;100;0;0;0
1656;"Porc, escalope de jambon, crue";34;54;41763;"1";16,97 €;100;0;0;0
1657;"Porc, bardière découennée, crue";34;54;41764;"1";16,97 €;100;0;0;0
1658;"Porc, gorge, découennée, crue";34;54;41765;"1";11,64 €;100;0;0;0
1659;"Porc, hachage sans jarret, sans bateau, découenné, dégraisssé, désossé, cru";34;54;41766;"1";10,07 €;100;0;0;0
1660;"Porc, jambon sans jarret, sans bateau, découenné, dégraisssé, désossé, cru";34;54;41767;"1";10,84 €;100;0;0;0
1661;"Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru";34;54;41768;"1";12,74 €;100;0;0;0
1662;"Porc, maigre 90/10, cru";34;54;41769;"1";12,74 €;100;0;0;0
1663;"Porc, maigre 80/20, cru";34;54;41770;"1";11,41 €;100;0;0;0
1664;"Porc, palette, découennée, dégraisssée, désossée, crue";34;54;41771;"1";12,86 €;100;0;0;0
1665;"Porc, couenne, crue";34;54;41772;"1";12,51 €;100;0;0;0
1666;"Porc, poitrine cutter, sans mouille, crue";34;54;41773;"1";11,18 €;100;0;0;0
1667;"Porc, rôti filet avec chaînette, cru";34;54;41774;"1";10,30 €;100;0;0;0
1668;"Poulet, cuisse, viande et peau, cru";34;54;41775;"1";11,60 €;100;0;0;0
1669;"Poulet, viande, crue";34;54;41776;"1";10,07 €;100;0;0;0
1670;"Poulet (var. blanc), viande et peau, cru";34;54;41777;"1";12,86 €;100;0;0;0
1671;"Poulet fermier, viande et peau, cru";34;54;41778;"1";12,74 €;100;0;0;0
1672;"Poulet, viande et peau, cru";34;54;41779;"1";12,86 €;100;0;0;0
1673;"Poulet, filet, sans peau, cru";34;54;41780;"1";15,22 €;100;0;0;0
1674;"Poulet, haut de cuisse, viande, cru";34;54;41781;"1";15,41 €;100;0;0;0
1675;"Poulet éviscéré sans abats, cru";34;54;41782;"1";18,46 €;100;0;0;0
1676;"Poulet, pilon, cru";34;54;41783;"1";11,60 €;100;0;0;0
1677;"Poulet, aile, viande et peau, cru";34;54;41784;"1";16,17 €;100;0;0;0
1678;"Poulet, cuisse, viande, cru";34;54;41785;"1";16,17 €;100;0;0;0
1679;"Poulet, poitrine, viande et peau, cru";34;54;41786;"1";10,84 €;100;0;0;0
1680;"Dinde, viande et peau, crue";34;54;41787;"1";8,72 €;100;0;0;0
1681;"Dinde, viande, crue";34;54;41788;"1";9,49 €;100;0;0;0
1682;"Dinde, escalope, crue";34;54;41789;"1";11,39 €;100;0;0;0
1683;"Dinde, cuisse, viande et peau, crue";34;54;41790;"1";11,39 €;100;0;0;0
1684;"Dinde, cuisse, viande sans peau, crue";34;54;41791;"1";10,06 €;100;0;0;0
1685;"Dinde, aile, crue";34;54;41792;"1";11,51 €;100;0;0;0
1686;"Mouton, viande, crue";34;54;41793;"1";11,16 €;100;0;0;0
1687;"Mouton, épaule, crue";34;54;41794;"1";9,83 €;100;0;0;0
1688;"Mouton, pied, cru";34;54;41795;"1";8,95 €;100;0;0;0
1689;"Mouton, tête, crue";34;54;41796;"1";10,25 €;100;0;0;0
1690;"Mouton, gigot, cru";34;54;41797;"1";8,72 €;100;0;0;0
1691;"Agneau, côtelette, crue";34;54;41798;"1";11,51 €;100;0;0;0
1692;"Agneau, gigot, cru";34;54;41799;"1";11,39 €;100;0;0;0
1693;"Agneau, épaule, crue";34;54;41800;"1";11,51 €;100;0;0;0
1694;"Agneau, épaule, maigre, crue";34;54;41801;"1";13,87 €;100;0;0;0
1695;"Agneau, collier, cru";34;54;41802;"1";14,06 €;100;0;0;0
1696;"Agneau, selle, crue";34;54;41803;"1";17,11 €;100;0;0;0
1697;"Agneau, côte filet, crue";34;54;41804;"1";10,25 €;100;0;0;0
1698;"Agneau, côte première, crue";34;54;41805;"1";14,82 €;100;0;0;0
1699;"Agneau, côte ou côtelette, crue (aliment moyen)";34;54;41806;"1";14,82 €;100;0;0;0
1700;"Sanglier, cru";34;54;41807;"1";9,49 €;100;0;0;0
1701;"Lièvre, viande crue";34;54;41808;"1";7,92 €;100;0;0;0
1702;"Chevreuil, cru";34;54;41809;"1";8,69 €;100;0;0;0
1703;"Cerf, cru";34;54;41810;"1";10,59 €;100;0;0;0
1704;"Faisan, viande, cru";34;54;41811;"1";10,59 €;100;0;0;0
1705;"Faisan, viande et peau, cru";34;54;41812;"1";9,26 €;100;0;0;0
1706;"Cheval, viande, crue";34;54;41813;"1";10,71 €;100;0;0;0
1707;"Cheval, steak, cru";34;54;41814;"1";10,36 €;100;0;0;0
1708;"Cheval, tende de tranche, crue";34;54;41815;"1";9,03 €;100;0;0;0
1709;"Cheval, faux-filet, cru";34;54;41816;"1";8,15 €;100;0;0;0
1710;"Cheval, entrecôte, crue";34;54;41817;"1";9,45 €;100;0;0;0
1711;"Chevreau, cru";34;54;41818;"1";7,92 €;100;0;0;0
1712;"Lapin, viande crue";34;54;41819;"1";10,71 €;100;0;0;0
1713;"Lapin de garenne, viande, crue";34;54;41820;"1";10,59 €;100;0;0;0
1714;"Poule, viande et peau, crue";34;54;41821;"1";10,71 €;100;0;0;0
1715;"Poule, viande ,crue";34;54;41822;"1";13,07 €;100;0;0;0
1716;"Poule, cuisse, crue";34;54;41823;"1";13,26 €;100;0;0;0
1717;"Chapon, viande et peau, cru";34;54;41824;"1";16,31 €;100;0;0;0
1718;"Caille, viande et peau, crue";34;54;41825;"1";9,45 €;100;0;0;0
1719;"Caille, viande, crue";34;54;41826;"1";14,02 €;100;0;0;0
1720;"Canard, viande, crue";34;54;41827;"1";14,02 €;100;0;0;0
1721;"Canard, cuisse avec peau, sans os, crue";34;54;41828;"1";8,69 €;100;0;0;0
1722;"Canard, viande et peau, cru";34;54;41829;"1";9,62 €;100;0;0;0
1723;"Canard, magret, cru";34;54;41830;"1";10,39 €;100;0;0;0
1724;"Oie, viande crue";34;54;41831;"1";12,29 €;100;0;0;0
1725;"Oie, viande et peau, crue";34;54;41832;"1";12,29 €;100;0;0;0
1726;"Pigeon, cru";34;54;41833;"1";10,96 €;100;0;0;0
1727;"Pintade, crue";34;54;41834;"1";12,41 €;100;0;0;0
1728;"Pintade, poitrine, crue";34;54;41835;"1";12,06 €;100;0;0;0
1729;"Pintade, cuisse, crue";34;54;41836;"1";10,73 €;100;0;0;0
1730;"Autruche, viande crue";34;54;41837;"1";9,85 €;100;0;0;0
1731;"Cervelle, agneau, crue";34;54;41838;"1";11,15 €;100;0;0;0
1732;"Cervelle, porc, crue";34;54;41839;"1";9,62 €;100;0;0;0
1733;"Cervelle, veau, crue";34;54;41840;"1";12,41 €;100;0;0;0
1734;"Coeur, boeuf, cru";34;54;41841;"1";12,29 €;100;0;0;0
1735;"Coeur, poulet, cru";34;54;41842;"1";12,41 €;100;0;0;0
1736;"Coeur, dinde, cru";34;54;41843;"1";14,77 €;100;0;0;0
1737;"Coeur, agneau, cru";34;54;41844;"1";14,96 €;100;0;0;0
1738;"Coeur, porc, cru";34;54;41845;"1";18,01 €;100;0;0;0
1739;"Coeur, veau, cru";34;54;41846;"1";11,15 €;100;0;0;0
1740;"Foie, agneau, cru";34;54;41847;"1";15,72 €;100;0;0;0
1741;"Foie, génisse, cru";34;54;41848;"1";15,72 €;100;0;0;0
1742;"Foie, veau, cru";34;54;41849;"1";10,39 €;100;0;0;0
1743;"Foie, volaille, cru";34;54;41850;"1";8,82 €;100;0;0;0
1744;"Foie, lapin, cru";34;54;41851;"1";9,59 €;100;0;0;0
1745;"Foie, poulet, cru";34;54;41852;"1";11,49 €;100;0;0;0
1746;"Foie, dinde, cru";34;54;41853;"1";11,49 €;100;0;0;0
1747;"Foie, porc, cru";34;54;41854;"1";10,16 €;100;0;0;0
1748;"Foie, oie, cru";34;54;41855;"1";11,61 €;100;0;0;0
1749;"Foie, canard, cru";34;54;41856;"1";11,26 €;100;0;0;0
1750;"Langue, boeuf, crue";34;54;41857;"1";9,93 €;100;0;0;0
1751;"Langue, veau, crue";34;54;41858;"1";9,05 €;100;0;0;0
1752;"Langue, porc, crue";34;54;41859;"1";10,35 €;100;0;0;0
1753;"Ris, agneau, cru";34;54;41860;"1";8,82 €;100;0;0;0
1754;"Ris, veau, cru";34;54;41861;"1";11,61 €;100;0;0;0
1755;"Rognon, boeuf, cru";34;54;41862;"1";11,49 €;100;0;0;0
1756;"Rognon, porc, cru";34;54;41863;"1";11,61 €;100;0;0;0
1757;"Rognon, agneau, cru";34;54;41864;"1";13,97 €;100;0;0;0
1758;"Rognon, veau, cru";34;54;41865;"1";14,16 €;100;0;0;0
1759;"Tripes, boeuf, crues";34;54;41866;"1";17,21 €;100;0;0;0
1760;"Sang, boeuf, cru";34;54;41867;"1";10,35 €;100;0;0;0
1761;"Gésier, poulet, cru";34;54;41868;"1";14,92 €;100;0;0;0
1762;"Jambon persillé en gelée";34;9;42070;"1";7,36 €;100;0;0;0
1763;"Jambon de porc à cuire ou Jambon à rôtir/cuire au four";34;9;42071;"1";9,72 €;100;0;0;0
1764;"Filet de bacon";34;9;42072;"1";9,91 €;100;0;0;0
1765;"Jambon cuit, fumé";34;9;42073;"1";12,96 €;100;0;0;0
1766;"Jambon cuit, supérieur";34;9;42074;"1";6,10 €;100;0;0;0
1767;"Jambon cuit, supérieur, avec couenne";34;9;42075;"1";10,67 €;100;0;0;0
1768;"Jambon cuit, supérieur, découenné";34;9;42076;"1";10,67 €;100;0;0;0
1769;"Jambon à l'os braisé";34;9;42077;"1";5,34 €;100;0;0;0
1770;"Jambon cuit, supérieur, découenné dégraissé";34;9;42078;"1";6,09 €;100;0;0;0
1771;"Jambon cuit, supérieur, à teneur réduite en sel";34;9;42079;"1";3,12 €;100;0;0;0
1772;"Jambon cuit, choix";34;9;42080;"1";3,89 €;100;0;0;0
1773;"Épaule de porc, cuite, choix, découennée dégraissée";34;9;42081;"1";5,79 €;100;0;0;0
1774;"Jambon cuit, choix, avec couenne";34;9;42082;"1";5,79 €;100;0;0;0
1775;"Jambon cuit, choix, découenné dégraissé";34;9;42083;"1";4,46 €;100;0;0;0
1776;"Rond de jambon cuit";34;9;42084;"1";5,91 €;100;0;0;0
1777;"Dés, allumettes, râpé ou haché de jambon";34;9;42085;"1";5,56 €;100;0;0;0
1778;"Épaule de porc, cuite, standard, découennée dégraissée";34;9;42086;"1";4,23 €;100;0;0;0
1779;"Jambon cuit, de Paris, découenné dégraissé";34;9;42087;"1";3,35 €;100;0;0;0
1780;"Dés, allumettes, râpé ou haché de jambon de volaille";34;9;42088;"1";4,65 €;100;0;0;0
1781;"Jambonneau, cuit";34;9;42089;"1";3,12 €;100;0;0;0
1782;"Jambon de poulet ou Blanc de poulet en tranche";34;9;42090;"1";5,91 €;100;0;0;0
1783;"Jambon de dinde ou Blanc de dinde en tranche";34;9;42091;"1";5,79 €;100;0;0;0
1784;"Jambon cru";34;9;42092;"1";5,91 €;100;0;0;0
1785;"Jambon cru, fumé";34;9;42093;"1";8,27 €;100;0;0;0
1786;"Jambon sec, découenné, dégraissé";34;9;42094;"1";8,46 €;100;0;0;0
1787;"Jambon cru, fumé, allégé en matière grasse";34;9;42095;"1";11,51 €;100;0;0;0
1788;"Jambon de Bayonne";34;9;42096;"1";4,65 €;100;0;0;0
1789;"Jambon sec";34;9;42097;"1";9,22 €;100;0;0;0
1790;"Jambon sec de Parme";34;9;42098;"1";9,22 €;100;0;0;0
1791;"Jambon sec Serrano";34;9;42099;"1";3,89 €;100;0;0;0
1792;"Coppa";34;9;42100;"1";16,21 €;100;0;0;0
1793;"Pancetta ou Poitrine roulée sèche";34;9;42101;"1";3,09 €;100;0;0;0
1794;"Saucisson sec";34;9;42102;"1";4,99 €;100;0;0;0
1795;"Saucisson sec pur porc";34;9;42103;"1";4,99 €;100;0;0;0
1796;"Saucisson sec pur porc, qualité supérieure";34;9;42104;"1";3,66 €;100;0;0;0
1797;"Rosette ou Fuseau";34;9;42105;"1";5,11 €;100;0;0;0
1798;"Saucisse sèche";34;9;42106;"1";4,76 €;100;0;0;0
1799;"Saucisson sec aux noix et/ou noisettes";34;9;42107;"1";3,43 €;100;0;0;0
1800;"Chipolata, cuite";34;9;42108;"1";2,18 €;100;0;0;0
1801;"Saucisse de Toulouse, cuite";34;9;42109;"1";3,85 €;100;0;0;0
1802;"Chair à saucisse, crue";34;9;42110;"1";19,26 €;100;0;0;0
1803;"Chair à saucisse, pur porc, crue";34;9;42111;"1";5,11 €;100;0;0;0
1804;"Chair à saucisse, porc et bœuf, crue";34;9;42112;"1";4,99 €;100;0;0;0
1805;"Saucisse de Morteau";34;9;42113;"1";5,11 €;100;0;0;0
1806;"Saucisse de Montbéliard";34;9;42114;"1";7,47 €;100;0;0;0
1807;"Saucisse de Morteau, bouillie/cuite à l'eau";34;9;42115;"1";7,66 €;100;0;0;0
1808;"Saucisse de Toulouse, crue";34;9;42116;"1";10,71 €;100;0;0;0
1809;"Chipolata, crue";34;9;42117;"1";3,85 €;100;0;0;0
1810;"Saucisse suisse à cuire";34;9;42118;"1";8,42 €;100;0;0;0
1811;"Saucisse alsacienne fumée ou Gendarme";34;9;42119;"1";8,42 €;100;0;0;0
1812;"Saucisse de volaille, façon charcutière";34;9;42120;"1";3,09 €;100;0;0;0
1813;"Saucisse de volaille, type Knack";34;9;42121;"1";6,62 €;100;0;0;0
1814;"Saucisse de Francfort";34;9;42122;"1";9,45 €;100;0;0;0
1815;"Merguez, crue";34;9;42123;"1";3,64 €;100;0;0;0
1816;"Merguez, pur bœuf, crue";34;9;42124;"1";3,64 €;100;0;0;0
1817;"Merguez, porc et bœuf, crue";34;9;42125;"1";12,74 €;100;0;0;0
1818;"Merguez, bœuf, mouton et porc, crue";34;9;42126;"1";3,76 €;100;0;0;0
1819;"Merguez, boeuf et mouton, cuite";34;9;42127;"1";3,41 €;100;0;0;0
1820;"Merguez, boeuf et mouton, crue";34;9;42128;"1";16,17 €;100;0;0;0
1821;"Saucisse de foie";34;9;42129;"1";11,49 €;100;0;0;0
1822;"Diot, cru";34;9;42130;"1";6,22 €;100;0;0;0
1823;"Saucisse de Strasbourg ou Knack";34;9;42131;"1";7,39 €;100;0;0;0
1824;"Saucisse cocktail";34;9;42132;"1";3,76 €;100;0;0;0
1825;"Saucisse viennoise, crue";34;9;42133;"1";3,64 €;100;0;0;0
1826;"Saucisse de jambon pur porc";34;9;42134;"1";3,76 €;100;0;0;0
1827;"Saucisse de bière";34;9;42135;"1";6,12 €;100;0;0;0
1828;"Saucisse de langue à la pistache";34;9;42136;"1";6,31 €;100;0;0;0
1829;"Saucisse (aliment moyen)";34;9;42137;"1";9,36 €;100;0;0;0
1830;"Confit de foie de porc";34;9;42138;"1";6,41 €;100;0;0;0
1831;"Confit de foie de volaille";34;9;42139;"1";7,07 €;100;0;0;0
1832;"Pâté au poivre vert";34;9;42140;"1";7,07 €;100;0;0;0
1833;"Pâté ou terrine de campagne";34;9;42141;"1";7,92 €;100;0;0;0
1834;"Pâté breton";34;9;42142;"1";8,61 €;100;0;0;0
1835;"Terrine de canard";34;9;42143;"1";6,62 €;100;0;0;0
1836;"Pâté de lapin";34;9;42144;"1";2,84 €;100;0;0;0
1837;"Terrine de lapin";34;9;42145;"1";2,84 €;100;0;0;0
1838;"Pâté de gibier";34;9;42146;"1";10,73 €;100;0;0;0
1839;"Pâté ou terrine aux champignons (forestier)";34;9;42147;"1";2,96 €;100;0;0;0
1840;"Pâté de foie de porc, supérieur";34;9;42148;"1";4,66 €;100;0;0;0
1841;"Pâté de foie de porc";34;9;42149;"1";15,72 €;100;0;0;0
1842;"Mousse de foie de porc supérieure ou Crème de foie";34;9;42150;"1";12,72 €;100;0;0;0
1843;"Mousse de foie de porc";34;9;42151;"1";14,02 €;100;0;0;0
1844;"Mousse de canard";34;9;42152;"1";8,26 €;100;0;0;0
1845;"Pâté de foie de volaille";34;9;42153;"1";2,96 €;100;0;0;0
1846;"Pâté de foie d'oie";34;9;42154;"1";2,84 €;100;0;0;0
1847;"Pâté (aliment moyen)";34;9;42155;"1";2,96 €;100;0;0;0
1848;"Pâté en croûte";34;9;42156;"1";5,32 €;100;0;0;0
1849;"Rillettes traditionnelles de porc";34;9;42157;"1";5,51 €;100;0;0;0
1850;"Rillettes pur porc";34;9;42158;"1";8,56 €;100;0;0;0
1851;"Rillettes de Tours";34;9;42159;"1";8,69 €;100;0;0;0
1852;"Rillettes du Mans";34;9;42160;"1";6,27 €;100;0;0;0
1853;"Rillettes pur oie";34;9;42161;"1";6,27 €;100;0;0;0
1854;"Rillettes de canard";34;9;42162;"1";9,41 €;100;0;0;0
1855;"Rillettes d'oie";34;9;42163;"1";11,16 €;100;0;0;0
1856;"Rillettes de poulet";34;9;42164;"1";2,64 €;100;0;0;0
1857;"Quenelle de veau, en sauce";34;9;42165;"1";4,54 €;100;0;0;0
1858;"Quenelle de volaille, crue";34;9;42166;"1";4,54 €;100;0;0;0
1859;"Quenelle de volaille, en sauce";34;9;42167;"1";3,21 €;100;0;0;0
1860;"Quenelle de poisson, en sauce";34;9;42168;"1";4,66 €;100;0;0;0
1861;"Quenelle de poisson, crue";34;9;42169;"1";4,31 €;100;0;0;0
1862;"Quenelle nature, crue";34;9;42170;"1";2,98 €;100;0;0;0
1863;"Confit de canard, viande (cuisse), sans peau, réchauffé";34;9;42171;"1";12,86 €;100;0;0;0
1864;"Confit de canard";34;9;42172;"1";3,40 €;100;0;0;0
1865;"Canard, magret fumé";34;9;42173;"1";9,83 €;100;0;0;0
1866;"Foie gras, canard, entier, cuit";34;9;42174;"1";4,66 €;100;0;0;0
1867;"Foie gras, canard, bloc, sans morceaux";34;9;42175;"1";4,54 €;100;0;0;0
1868;"Foie gras, canard, bloc, 30% de morceaux";34;9;42176;"1";4,66 €;100;0;0;0
1869;"Foie gras, canard, bloc, 50% de morceaux";34;9;42177;"1";7,02 €;100;0;0;0
1870;"Foie gras de canard, cru";34;9;42178;"1";7,21 €;100;0;0;0
1871;"Galantine (aliment moyen)";34;9;42179;"1";10,26 €;100;0;0;0
1872;"Roulade de porc pistachée";34;9;42180;"1";3,40 €;100;0;0;0
1873;"Jambon en croûte";34;9;42181;"1";7,97 €;100;0;0;0
1874;"Fromage de tête";34;9;42182;"1";7,97 €;100;0;0;0
1875;"Museau de porc vinaigrette";34;9;42183;"1";2,64 €;100;0;0;0
1876;"Museau de boeuf";34;9;42184;"1";10,35 €;100;0;0;0
1877;"Andouille";34;9;42185;"1";14,82 €;100;0;0;0
1878;"Andouille de Guéméné";34;9;42186;"1";3,74 €;100;0;0;0
1879;"Andouille, réchauffée à la poêle";34;9;42187;"1";3,74 €;100;0;0;0
1880;"Andouille de Vire";34;9;42188;"1";11,98 €;100;0;0;0
1881;"Andouillette, crue";34;9;42189;"1";3,86 €;100;0;0;0
1882;"Andouillette, sautée/poêlée";34;9;42190;"1";3,51 €;100;0;0;0
1883;"Andouillette de Troyes, crue";34;9;42191;"1";11,18 €;100;0;0;0
1884;"Boudin noir, rayon frais";34;9;42192;"1";12,29 €;100;0;0;0
1885;"Boudin noir, sauté/poêlé";34;9;42193;"1";7,97 €;100;0;0;0
1886;"Boudin noir ou blanc, sauté/poêlé (aliment moyen)";34;9;42194;"1";8,82 €;100;0;0;0
1887;"Boudin blanc truffé, cru";34;9;42195;"1";3,86 €;100;0;0;0
1888;"Museau de boeuf en vinaigrette";34;9;42196;"1";3,74 €;100;0;0;0
1889;"Lardon nature, cru";34;9;42197;"1";3,86 €;100;0;0;0
1890;"Poitrine de porc, fumée, crue";34;9;42198;"1";6,22 €;100;0;0;0
1891;"Bresaola";34;9;42199;"1";6,41 €;100;0;0;0
1892;"Lardon nature, cuit";34;9;42200;"1";9,46 €;100;0;0;0
1893;"Corned-beef, appertisé";34;9;42201;"1";7,97 €;100;0;0;0
1894;"Oreille de porc demi-sel";34;9;42202;"1";7,17 €;100;0;0;0
1895;"Pied de porc demi-sel";34;9;42203;"1";7,17 €;100;0;0;0
1896;"Poitrine de porc demi-sel";34;9;42204;"1";14,82 €;100;0;0;0
1897;"Lardon fumé, cru";34;9;42205;"1";13,31 €;100;0;0;0
1898;"Lardon fumé, cuit";34;9;42206;"1";11,98 €;100;0;0;0
1899;"Viande des Grisons";34;9;42207;"1";11,10 €;100;0;0;0
1900;"Haché de volaille";34;9;42208;"1";12,40 €;100;0;0;0
1901;"Rôti de volaille en salaison, cuit";34;9;42209;"1";10,87 €;100;0;0;0
1902;"Chorizo";34;9;42210;"1";13,66 €;100;0;0;0
1903;"Chorizo supérieur, doux ou fort, type saucisse sèche";34;9;42211;"1";13,54 €;100;0;0;0
1904;"Chorizo supérieur, doux ou fort, type charcuterie en tranches";34;9;42212;"1";13,66 €;100;0;0;0
1905;"Salami";34;9;42213;"1";16,02 €;100;0;0;0
1906;"Salami pur porc";34;9;42214;"1";16,21 €;100;0;0;0
1907;"Salami porc et boeuf";34;9;42215;"1";19,26 €;100;0;0;0
1908;"Salami type danois";34;9;42216;"1";12,40 €;100;0;0;0
1909;"Saucisson à l'ail";34;9;42217;"1";16,97 €;100;0;0;0
1910;"Saucisson cuit pur porc";34;9;42218;"1";16,97 €;100;0;0;0
1911;"Saucisson de Paris";34;9;42219;"1";11,64 €;100;0;0;0
1912;"Saucisson de Paris, fumé";34;9;42220;"1";10,07 €;100;0;0;0
1913;"Saucisson brioché, cuit";34;9;42221;"1";10,84 €;100;0;0;0
1914;"Cervelas";34;9;42222;"1";12,74 €;100;0;0;0
1915;"Cervelas obernois";34;9;42223;"1";12,74 €;100;0;0;0
1916;"Cervelas à l'ail, pur porc";34;9;42224;"1";11,41 €;100;0;0;0
1917;"Mortadelle";34;9;42225;"1";12,86 €;100;0;0;0
1918;"Mortadelle, pur porc";34;9;42226;"1";12,51 €;100;0;0;0
1919;"Mortadelle, porc et boeuf";34;9;42227;"1";11,18 €;100;0;0;0
1920;"Mortadelle pistachée pur porc";34;9;42228;"1";10,30 €;100;0;0;0
1921;"Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru";34;4;1921;"1";11,60 €;100;0;0;0
1922;"Cordon bleu de volaille";34;4;1922;"1";10,07 €;100;0;0;0
1923;"Boeuf, boulettes cuites";34;4;1923;"1";12,86 €;100;0;0;0
1924;"Veau, escalope panée, cuite";34;4;1924;"1";12,74 €;100;0;0;0
1925;"Boulettes au porc et au bœuf (à la suédoise), crues";34;4;1925;"1";12,86 €;100;0;0;0
1926;"Boulettes au bœuf et à l'agneau (type kefta), crues";34;4;1926;"1";15,22 €;100;0;0;0
1927;"Brochette de volaille";34;4;1927;"1";15,41 €;100;0;0;0
1928;"Brochette de boeuf";34;4;1928;"1";18,46 €;100;0;0;0
1929;"Brochette mixte de viande";34;4;1929;"1";11,60 €;100;0;0;0
1930;"Volaille, croquette panée ou nuggets";34;4;1930;"1";16,17 €;100;0;0;0
1931;"Brochette d'agneau";34;4;1931;"1";16,17 €;100;0;0;0
1932;"Brochette de porc, crue";34;4;1932;"1";10,84 €;100;0;0;0
1933;"Poulet, croquette panée ou nuggets";34;4;1933;"1";8,72 €;100;0;0;0
1934;"Poulet, manchons marinés, rôtis/cuits au four";34;4;1934;"1";9,49 €;100;0;0;0
1935;"Poulet, escalope panée";34;4;1935;"1";11,39 €;100;0;0;0
1936;"Dinde, escalope viennoise ou milanaise ou escalope panée";34;4;1936;"1";11,39 €;100;0;0;0
1937;"Saumon, cuit, sans précision (aliment moyen)";34;43;1937;"1";14,92 €;100;0;0;0
1938;"Cabillaud, cuit, sans précision (aliment moyen)";34;43;1938;"1";9,59 €;100;0;0;0
1939;"Hareng fumé, filet, doux";34;43;1939;"1";7,39 €;100;0;0;0
1940;"Carrelet ou plie, cuit à la vapeur";34;43;1940;"1";9,29 €;100;0;0;0
1941;"Églefin, cuit à la vapeur";34;43;1941;"1";9,29 €;100;0;0;0
1942;"Hareng, frit";34;43;1942;"1";7,96 €;100;0;0;0
1943;"Hareng fumé, au naturel";34;43;1943;"1";9,41 €;100;0;0;0
1944;"Hareng, grillé/poêlé";34;43;1944;"1";9,06 €;100;0;0;0
1945;"Lieu noir, cuit";34;43;1945;"1";7,73 €;100;0;0;0
1946;"Limande-sole, cuite à la vapeur";34;43;1946;"1";6,85 €;100;0;0;0
1947;"Maquereau, rôti/cuit au four";34;43;1947;"1";8,15 €;100;0;0;0
1948;"Maquereau, frit";34;43;1948;"1";6,62 €;100;0;0;0
1949;"Merlan, frit";34;43;1949;"1";9,41 €;100;0;0;0
1950;"Merlan, cuit à la vapeur";34;43;1950;"1";9,29 €;100;0;0;0
1951;"Cabillaud, rôti/cuit au four";34;43;1951;"1";9,41 €;100;0;0;0
1952;"Morue, salée, bouillie/cuite à l'eau";34;43;1952;"1";11,77 €;100;0;0;0
1953;"Cabillaud, cuit à la vapeur";34;43;1953;"1";11,96 €;100;0;0;0
1954;"Mulet, rôti/cuit au four";34;43;1954;"1";15,01 €;100;0;0;0
