"NoTicket";"Refprod";"PrixUnit";"Qte";"Remise%"
21901;43;35,06 €;4;0,00
21901;44;11,89 €;3;0,00
21901;54;4,57 €;4;0,10
21901;75;5,95 €;3;0,00
21902;56;28,97 €;3;0,00
21903;35;13,72 €;3;0,00
21903;51;40,40 €;4;0,00
21904;62;37,50 €;4;0,00
21904;70;11,43 €;4;0,00
21905;11;16,01 €;3;0,10
21905;57;14,94 €;4;0,00
21905;59;41,92 €;3;0,10
21905;77;9,91 €;4;0,10
21906;41;7,32 €;4;0,00
21906;70;11,43 €;4;0,00
21907;26;23,78 €;4;0,00
21907;53;25,00 €;3;0,00
21908;31;9,45 €;3;0,00
21908;57;14,94 €;4;0,00
21909;10;23,63 €;4;0,00
21909;39;13,72 €;3;0,00
21910;20;61,74 €;4;0,00
21910;38;200,93 €;4;0,00
21911;2;14,48 €;4;0,00
21911;8;30,49 €;3;0,00
21911;13;4,57 €;4;0,00
21911;60;25,92 €;3;0,00
21912;6;19,06 €;4;0,00
21912;39;13,72 €;3;0,00
21912;60;25,92 €;3;0,00
21912;68;9,45 €;3;0,00
21913;19;7,01 €;4;0,00
21913;35;13,72 €;4;0,00
21913;38;200,93 €;4;0,00
21913;43;35,06 €;4;0,00
21914;13;4,57 €;4;0,20
21914;25;10,67 €;4;0,20
21914;44;14,79 €;4;0,20
21914;64;25,31 €;4;0,00
21915;7;22,87 €;3;0,10
21915;31;9,45 €;4;0,10
21915;53;25,00 €;4;0,10
21916;29;94,37 €;4;0,05
21916;30;19,67 €;3;0,05
21917;59;41,92 €;4;0,00
21917;77;9,91 €;4;0,20
21918;22;16,01 €;4;0,00
21918;35;13,72 €;4;0,00
21918;57;14,94 €;3;0,00
21918;60;25,92 €;4;0,00
21918;64;25,31 €;3;0,00
21919;13;4,57 €;4;0,00
21919;40;14,03 €;3;0,00
21919;47;7,32 €;3;0,25
21919;76;13,72 €;3;0,25
21920;1;13,72 €;4;0,25
21920;18;47,56 €;3;0,25
21920;36;14,48 €;4;0,25
21921;58;10,06 €;3;0,10
21921;72;26,53 €;4;0,10
21922;25;10,67 €;4;0,20
21922;39;13,72 €;4;0,20
21923;10;23,63 €;4;0,00
21923;56;28,97 €;3;0,00
21923;59;41,92 €;4;0,00
21923;77;9,91 €;4;0,00
21924;11;16,01 €;4;0,00
21924;43;35,06 €;4;0,00
21924;68;9,45 €;3;0,00
21924;70;11,43 €;4;0,00
21925;51;40,40 €;4;0,25
21926;22;16,01 €;3;0,00
21927;23;6,86 €;4;0,10
21927;35;13,72 €;3;0,10
21927;42;10,67 €;3;0,10
21927;58;10,06 €;4;0,10
21927;64;25,31 €;3;0,00
21928;4;16,77 €;3;0,00
21928;70;11,43 €;3;0,00
21928;74;7,62 €;3;0,00
21929;1;13,72 €;4;0,20
21929;19;7,01 €;4;0,20
21929;37;19,82 €;4;0,20
21929;45;7,32 €;3;0,20
21929;60;25,92 €;3;0,20
21929;71;16,46 €;4;0,20
21930;5;16,31 €;3;0,00
21930;9;73,94 €;4;0,00
21931;3;7,62 €;3;0,00
21931;26;23,78 €;4;0,15
21932;25;10,67 €;3;0,15
21932;33;1,83 €;4;0,15
21932;70;11,43 €;3;0,15
21933;2;14,48 €;4;0,05
21933;25;10,67 €;4;0,05
21933;57;14,94 €;4;0,05
21933;59;41,92 €;3;0,05
21934;2;14,48 €;4;0,00
21934;17;29,73 €;4;0,00
21934;62;37,50 €;4;0,00
21935;18;47,56 €;4;0,00
21936;10;23,63 €;4;0,15
21936;13;4,57 €;4;0,15
21937;16;13,26 €;4;0,00
21937;31;9,45 €;4;0,00
21937;56;28,97 €;3;0,00
21937;65;16,01 €;4;0,15
21938;2;14,48 €;3;0,00
21938;42;10,67 €;3;0,00
21939;3;7,62 €;3;0,00
21939;26;23,78 €;3;0,25
21939;29;94,37 €;4;0,25
21940;7;22,87 €;4;0,00
21940;27;33,54 €;4;0,00
21940;70;11,43 €;4;0,00
21941;24;3,35 €;3;0,25
21941;54;5,64 €;3;0,25
21941;64;25,31 €;3;0,25
21942;51;40,40 €;4;0,00
21942;76;13,72 €;3;0,00
21943;17;29,73 €;3;0,00
21943;18;47,56 €;3;0,00
21943;21;7,62 €;3;0,00
21943;33;1,83 €;3;0,00
21943;62;37,50 €;4;0,00
21944;11;16,01 €;3;0,00
21944;52;5,34 €;4;0,00
21945;1;13,72 €;3;0,15
21945;58;10,06 €;4;0,15
21946;35;13,72 €;4;0,00
21946;67;10,67 €;4;0,00
21947;38;200,93 €;4;0,05
21947;39;13,72 €;4;0,05
21948;2;14,48 €;3;0,25
21948;24;3,35 €;4;0,25
21948;30;19,67 €;3;0,25
21949;53;25,00 €;4;0,00
21950;26;23,78 €;3;0,00
21950;35;13,72 €;3;0,00
21950;49;15,24 €;3;0,10
21951;1;13,72 €;3;0,00
21951;11;16,01 €;4;0,00
21951;23;6,86 €;4;0,00
21951;68;9,45 €;3;0,00
21952;35;13,72 €;4;0,00
21952;51;40,40 €;4;0,00
21953;6;19,06 €;4;0,05
21953;16;13,26 €;4;0,05
21953;17;29,73 €;4;0,05
21954;55;18,29 €;4;0,05
21954;62;37,50 €;3;0,05
21954;64;25,31 €;4;0,05
21954;65;16,01 €;3;0,05
21955;21;7,62 €;3;0,00
21955;28;34,76 €;4;0,00
21956;10;23,63 €;4;0,00
21957;19;7,01 €;3;0,00
21957;47;7,32 €;3;0,10
21957;49;15,24 €;4;0,00
21958;46;9,15 €;3;0,00
21958;64;25,31 €;3;0,00
21959;16;13,26 €;3;0,25
21959;18;47,56 €;3;0,00
21960;20;61,74 €;3;0,05
21961;40;14,03 €;4;0,00
21961;65;16,01 €;4;0,00
21961;76;13,72 €;4;0,00
21962;23;6,86 €;3;0,20
21962;61;21,65 €;3;0,20
21962;70;11,43 €;4;0,20
21963;73;11,43 €;4;0,00
21964;42;10,67 €;3;0,00
21964;49;15,24 €;3;0,15
21964;54;5,64 €;3;0,15
21965;24;3,35 €;4;0,00
21966;21;7,62 €;3;0,05
21966;56;28,97 €;3;0,05
21966;65;16,01 €;4;0,05
21967;2;14,48 €;3;0,00
21967;24;3,35 €;4;0,00
21967;70;11,43 €;3;0,00
21967;77;9,91 €;3;0,00
21968;10;23,63 €;4;0,00
21968;31;9,45 €;3;0,00
21968;77;9,91 €;3;0,00
21969;25;10,67 €;4;0,00
21970;2;14,48 €;3;0,00
21970;68;9,45 €;4;0,00
21971;11;16,01 €;3;0,00
21971;38;200,93 €;3;0,00
21972;17;29,73 €;4;0,00
21972;34;10,67 €;4;0,00
21972;41;7,32 €;4;0,00
21973;30;19,67 €;4;0,05
21974;59;41,92 €;3;0,05
21975;8;30,49 €;3;0,00
21975;24;3,35 €;4;0,00
21975;29;94,37 €;3;0,00
21975;30;19,67 €;3;0,00
21975;36;14,48 €;3;0,00
21976;13;4,57 €;3;0,05
21976;69;27,44 €;4;0,05
21976;75;5,95 €;4;0,05
21977;24;3,35 €;4;0,00
21977;39;13,72 €;3;0,00
21977;40;14,03 €;4;0,00
21977;60;25,92 €;4;0,00
21978;45;7,32 €;4;0,00
21978;56;28,97 €;4;0,00
21979;29;94,37 €;4;0,00
21979;30;19,67 €;3;0,00
21980;13;4,57 €;4;0,00
21981;39;13,72 €;4;0,15
21982;70;11,43 €;4;0,25
21983;41;7,32 €;3;0,00
21983;71;16,46 €;3;0,00
21984;55;18,29 €;3;0,15
21984;62;37,50 €;4;0,15
21985;13;4,57 €;3;0,00
21985;65;16,01 €;3;0,00
21985;68;9,45 €;3;0,00
21986;58;10,06 €;4;0,00
21986;62;37,50 €;3;0,00
21987;1;13,72 €;3;0,05
21988;61;21,65 €;4;0,00
21989;75;5,95 €;4;0,00
21990;7;22,87 €;3;0,05
21990;52;5,34 €;4;0,05
21991;7;22,87 €;4;0,00
21991;16;13,26 €;4;0,00
21991;41;7,32 €;4;0,00
21992;19;7,01 €;4;0,00
21992;49;15,24 €;4;0,00
21992;61;21,65 €;4;0,00
21993;1;13,72 €;4;0,00
21993;17;29,73 €;4;0,00
21993;67;10,67 €;4;0,00
21994;11;16,01 €;3;0,25
21994;29;94,37 €;4;0,25
21995;4;16,77 €;3;0,25
21995;33;1,83 €;3;0,25
21995;58;10,06 €;4;0,00
21996;71;16,46 €;3;0,00
21997;17;29,73 €;4;0,00
21997;33;1,83 €;3;0,00
21997;54;5,64 €;4;0,00
21998;16;13,26 €;4;0,00
21998;32;24,39 €;4;0,00
21998;57;14,94 €;3;0,00
21999;30;19,67 €;3;0,00
21999;60;25,92 €;4;0,00
22000;1;13,72 €;4;0,25
22000;60;25,92 €;3;0,25
22001;16;13,26 €;3;0,00
22001;25;10,67 €;3;0,00
22001;40;14,03 €;3;0,00
22002;50;12,35 €;3;0,00
22003;35;13,72 €;4;0,00
22003;63;33,54 €;3;0,00
22004;17;29,73 €;4;0,00
22004;24;3,35 €;3;0,00
22005;42;10,67 €;4;0,20
22005;43;35,06 €;4;0,20
22005;67;10,67 €;3;0,20
22006;2;14,48 €;1;0,00
22006;10;23,63 €;3;0,10
22006;28;34,76 €;3;0,10
22006;44;14,83 €;4;0,00
22006;46;9,15 €;1;0,00
22006;70;11,43 €;1;0,00
22006;75;5,95 €;4;0,00
22006;78;16,77 €;3;0,00
22006;82;6,59 €;1;0,00
22006;598;7,24 €;1;0,00
22007;36;14,48 €;3;0,15
22007;52;5,34 €;4;0,15
22008;11;16,01 €;4;0,00
22008;13;4,57 €;4;0,00
22008;19;7,01 €;4;0,00
22008;72;26,53 €;4;0,00
22009;20;61,74 €;4;0,00
22009;52;5,34 €;4;0,00
22009;76;13,72 €;3;0,00
22010;47;7,32 €;4;0,00
22010;76;13,72 €;4;0,00
22011;21;7,62 €;4;0,00
22011;75;5,95 €;3;0,00
22011;77;9,91 €;4;0,00
22012;21;7,62 €;3;0,00
22012;27;33,54 €;3;0,00
22012;55;18,29 €;3;0,20
22012;58;10,06 €;3;0,20
22013;13;4,57 €;3;0,15
22013;57;14,94 €;3;0,00
22014;16;13,26 €;3;0,10
22014;62;37,50 €;4;0,10
22014;72;26,53 €;4;0,00
22014;75;5,95 €;3;0,10
22015;53;25,00 €;4;0,00
22015;61;21,65 €;3;0,00
22016;6;19,06 €;3;0,00
22017;1;13,72 €;3;0,00
22017;18;47,56 €;4;0,25
22017;23;6,86 €;4;0,25
22018;36;14,48 €;3;0,20
22019;28;34,76 €;4;0,00
22019;34;10,67 €;3;0,00
22020;13;4,57 €;3;0,25
22020;43;35,06 €;3;0,25
22020;60;25,92 €;3;0,25
22020;71;16,46 €;3;0,25
22021;2;14,48 €;4;0,15
22021;67;10,67 €;3;0,15
22022;7;22,87 €;4;0,00
22022;13;4,57 €;3;0,00
22023;31;9,45 €;3;0,25
22023;62;37,50 €;3;0,25
22023;68;9,45 €;4;0,25
22023;72;26,53 €;4;0,00
22024;49;15,24 €;3;0,00
22025;13;4,57 €;4;0,00
22025;22;16,01 €;3;0,00
22025;46;9,15 €;4;0,00
22026;11;16,01 €;4;0,25
22026;44;14,79 €;4;0,25
22026;56;28,97 €;4;0,00
22027;13;4,57 €;3;0,00
22027;31;9,45 €;4;0,00
22028;10;23,63 €;3;0,00
22028;24;3,35 €;3;0,00
22028;77;9,91 €;3;0,00
22029;19;7,01 €;4;0,00
22029;27;26,83 €;4;0,25
22029;92;0,00 €;1;0,00
22029;93;4,57 €;4;0,10
22029;635;0,00 €;1;0,00
22029;726;0,00 €;1;0,00
22029;2967;11,89 €;3;0,00
22029;3031;41,92 €;4;0,00
22030;50;12,35 €;4;0,00
22030;51;40,40 €;3;0,00
22030;55;18,29 €;4;0,00
22031;6;19,06 €;4;0,00
22031;10;23,63 €;3;0,00
22031;17;29,73 €;4;0,00
22031;62;37,50 €;4;0,00
22032;4;16,77 €;4;0,00
22033;33;1,83 €;4;0,05
22033;41;7,32 €;4;0,05
22033;75;5,95 €;4;0,05
22034;6;19,06 €;4;0,05
22034;28;34,76 €;4;0,00
22035;20;61,74 €;4;0,05
22035;31;9,45 €;4;0,05
22036;16;13,26 €;3;0,15
22036;31;9,45 €;3;0,15
22036;45;7,32 €;3;0,00
22036;60;25,92 €;3;0,15
22037;75;5,95 €;4;0,20
22038;21;7,62 €;4;0,00
22038;47;7,32 €;4;0,00
22038;51;40,40 €;4;0,00
22039;27;26,83 €;4;0,25
22039;30;19,67 €;3;0,00
22039;35;13,72 €;3;0,00
22039;64;25,31 €;4;0,00
22039;92;0,00 €;1;0,00
22039;93;4,57 €;4;0,10
22039;635;0,00 €;1;0,00
22039;726;0,00 €;1;0,00
22039;2967;11,89 €;3;0,00
22040;5;16,31 €;3;0,00
22040;7;22,87 €;4;0,00
22040;72;26,53 €;4;0,00
22041;75;5,95 €;3;0,15
22042;92;0,00 €;1;0,00
22042;93;0,00 €;1;0,00
22042;133;0,00 €;1;0,00
22042;362;7,32 €;3;0,00
22042;635;0,00 €;1;0,00
22042;654;0,00 €;1;0,00
22042;726;0,00 €;1;0,00
22042;1181;3,35 €;4;0,25
22042;2967;0,00 €;1;0,00
22043;52;5,34 €;4;0,05
22043;76;13,72 €;4;0,00
22044;7;22,87 €;3;0,00
22044;13;4,57 €;4;0,00
22044;53;25,00 €;3;0,00
22044;69;27,44 €;4;0,00
22044;76;13,72 €;3;0,00
22045;60;25,92 €;4;0,15
22046;18;47,56 €;4;0,00
22046;38;200,93 €;4;0,00
22046;69;27,44 €;4;0,00
22047;27;3,00 €;4;0,25
22047;51;6,00 €;4;0,00
22047;92;6,10 €;1;0,00
22047;93;6,86 €;4;0,10
22047;726;3,12 €;1;0,00
22047;2944;4,44 €;3;0,00
22047;3075;7,01 €;1;0,00
22048;3;7,62 €;1;0,00
22048;4;16,77 €;1;0,00
22048;6;19,06 €;1;0,00
22048;7;4,25 €;1;0,00
22048;37;19,82 €;4;0,00
22048;56;28,97 €;4;0,15
22048;62;37,50 €;4;0,15
22049;19;7,01 €;4;0,00
22049;49;15,24 €;3;0,00
22050;12;28,97 €;3;0,00
22050;24;3,35 €;3;0,00
22050;64;25,31 €;4;0,00
22051;46;9,15 €;4;0,00
22052;52;5,34 €;3;0,20
22053;29;94,37 €;4;0,00
22054;17;29,73 €;4;0,00
22054;33;1,83 €;4;0,00
22055;26;23,78 €;4;0,00
22055;41;7,32 €;4;0,00
22055;75;5,95 €;4;0,00
22056;63;33,54 €;4;0,00
22057;8;30,49 €;4;0,00
22057;75;5,95 €;4;0,00
22058;28;34,76 €;3;0,00
22059;39;13,72 €;3;0,00
22059;47;7,32 €;3;0,00
22059;51;40,40 €;4;0,00
22059;63;33,54 €;3;0,00
22060;8;30,49 €;3;0,15
22060;21;7,62 €;3;0,15
22060;40;14,03 €;4;0,00
22060;44;14,79 €;4;0,15
22061;7;22,87 €;4;0,00
22061;12;28,97 €;3;0,00
22061;24;3,35 €;4;0,00
22061;27;33,54 €;3;0,00
22061;31;9,45 €;3;0,00
22061;63;33,54 €;3;0,00
22062;75;5,95 €;3;0,20
22063;38;200,93 €;4;0,00
22064;7;22,87 €;3;0,00
22064;43;35,06 €;4;0,00
22065;13;4,57 €;4;0,15
22065;57;14,94 €;4;0,00
22066;16;13,26 €;4;0,00
22066;24;3,35 €;3;0,00
22066;36;14,48 €;3;0,00
22067;16;13,26 €;3;0,10
22067;18;47,56 €;4;0,10
22067;32;24,39 €;3;0,10
22068;11;16,01 €;3;0,00
22068;20;61,74 €;4;0,00
22068;76;13,72 €;4;0,00
22068;77;9,91 €;4;0,00
22069;7;22,87 €;4;0,00
22069;43;35,06 €;4;0,00
22069;72;26,53 €;3;0,00
22070;7;22,87 €;4;0,00
22070;62;37,50 €;3;0,10
22071;6;19,06 €;3;0,00
22071;11;16,01 €;4;0,00
22071;41;7,32 €;4;0,00
22072;21;7,62 €;4;0,00
22072;34;10,67 €;4;0,15
22072;55;18,29 €;4;0,15
22072;61;21,65 €;4;0,15
22073;2;14,48 €;4;0,20
22073;70;11,43 €;3;0,20
22073;76;13,72 €;4;0,20
22074;72;26,53 €;4;0,00
22075;29;94,37 €;4;0,25
22075;41;7,32 €;3;0,25
22076;59;41,92 €;4;0,05
22077;51;40,40 €;3;0,00
22077;60;25,92 €;4;0,00
22078;42;10,67 €;3;0,00
22079;32;24,39 €;4;0,00
22079;46;9,15 €;3;0,25
22079;52;5,34 €;3;0,25
22080;24;3,35 €;4;0,00
22080;61;21,65 €;4;0,00
22080;74;7,62 €;3;0,00
22080;75;5,95 €;3;0,00
22081;41;7,32 €;3;0,05
22081;51;40,40 €;4;0,05
22081;77;9,91 €;3;0,05
22082;4;16,77 €;3;0,25
22082;24;3,35 €;3;0,25
22082;77;9,91 €;3;0,00
22083;7;22,87 €;4;0,00
22083;22;16,01 €;3;0,00
22083;46;9,15 €;3;0,00
22083;55;18,29 €;4;0,00
22084;13;4,57 €;4;0,00
22084;35;13,72 €;4;0,15
22084;42;10,67 €;3;0,15
22084;55;18,29 €;3;0,00
22085;1;13,72 €;4;0,00
22085;40;14,03 €;4;0,00
22085;52;5,34 €;4;0,00
22086;26;23,78 €;4;0,00
22086;76;13,72 €;4;0,00
22087;1;13,72 €;4;0,00
22087;59;41,92 €;4;0,00
22088;1;13,72 €;4;0,00
22088;29;94,37 €;4;0,25
22089;8;30,49 €;3;0,00
22089;29;94,37 €;4;0,00
22089;42;10,67 €;4;0,00
22090;28;34,76 €;4;0,05
22090;34;10,67 €;4;0,05
22090;71;16,46 €;3;0,00
22091;24;3,35 €;4;0,00
22091;36;14,48 €;4;0,25
22091;60;25,92 €;4;0,00
22092;7;22,87 €;3;0,00
22092;24;3,35 €;4;0,00
22093;58;10,06 €;3;0,05
22093;71;16,46 €;3;0,00
22094;19;7,01 €;4;0,05
22094;60;25,92 €;3;0,05
22094;71;16,46 €;4;0,05
22095;23;6,86 €;4;0,00
22095;42;10,67 €;4;0,00
22095;45;7,32 €;3;0,00
22095;68;9,45 €;4;0,00
22096;41;7,32 €;3;0,10
22097;30;19,67 €;4;0,00
22097;77;9,91 €;4;0,00
22098;31;9,45 €;4;0,00
22098;36;14,48 €;4;0,00
22099;3;7,62 €;3;0,00
22099;59;41,92 €;4;0,00
22099;70;11,43 €;3;0,00
22100;12;28,97 €;3;0,00
22100;18;47,56 €;4;0,00
22100;56;28,97 €;4;0,00
22101;46;9,15 €;4;0,00
22101;49;15,24 €;4;0,00
22102;10;23,63 €;3;0,15
22103;2;14,48 €;4;0,25
22103;20;61,74 €;4;0,00
22103;26;23,78 €;4;0,00
22103;51;40,40 €;3;0,25
22103;72;26,53 €;3;0,00
22104;19;7,01 €;3;0,00
22104;69;27,44 €;3;0,00
22105;7;22,87 €;4;0,00
22105;43;35,06 €;3;0,00
22106;26;23,78 €;4;0,00
22106;33;1,83 €;3;0,00
22106;65;16,01 €;3;0,00
22106;71;16,46 €;4;0,00
22107;1;13,72 €;4;0,10
22107;13;4,57 €;3;0,10
22108;18;47,56 €;4;0,00
22108;51;40,40 €;4;0,00
22109;24;3,35 €;3;0,25
22109;62;37,50 €;3;0,25
22110;55;18,29 €;3;0,00
22110;59;41,92 €;3;0,00
22111;56;28,97 €;3;0,00
22111;63;33,54 €;4;0,00
22112;2;14,48 €;4;0,25
22112;5;16,31 €;4;0,00
22112;29;94,37 €;4;0,25
22112;59;41,92 €;4;0,25
22113;1;13,72 €;3;0,00
22113;13;4,57 €;4;0,00
22113;24;3,35 €;3;0,00
22113;64;25,31 €;3;0,00
22113;71;16,46 €;4;0,00
22114;36;14,48 €;3;0,00
22114;38;200,93 €;3;0,00
22114;59;41,92 €;3;0,00
22115;53;25,00 €;4;0,10
22115;69;27,44 €;3;0,10
22116;21;7,62 €;4;0,10
22116;44;14,79 €;4;0,00
22116;61;21,65 €;4;0,00
22117;1;13,72 €;4;0,00
22117;35;13,72 €;4;0,00
22117;42;10,67 €;3;0,00
22117;54;5,64 €;4;0,00
22118;13;4,57 €;4;0,00
22118;59;41,92 €;3;0,00
22119;70;11,43 €;4;0,00
22120;40;14,03 €;4;0,20
22120;52;5,34 €;4;0,00
22120;71;16,46 €;3;0,00
22121;28;34,76 €;3;0,00
22121;35;13,72 €;3;0,00
22121;49;15,24 €;4;0,00
22121;57;14,94 €;3;0,00
22122;21;7,62 €;3;0,00
22123;2;14,48 €;3;0,20
22123;63;33,54 €;3;0,00
22124;44;14,79 €;4;0,00
22124;61;21,65 €;4;0,00
22125;11;16,01 €;4;0,00
22126;62;37,50 €;4;0,00
22127;33;1,83 €;4;0,00
22127;51;40,40 €;3;0,00
22128;12;28,97 €;3;0,05
22128;32;24,39 €;4;0,05
22128;35;13,72 €;4;0,05
22129;1;13,72 €;3;0,25
22129;5;16,31 €;3;0,25
22130;68;9,45 €;3;0,00
22131;2;14,48 €;4;0,20
22131;12;28,97 €;4;0,20
22132;76;13,72 €;4;0,10
22133;24;3,35 €;4;0,20
22134;43;35,06 €;3;0,20
22134;61;21,65 €;4;0,20
22135;18;47,56 €;3;0,20
22135;32;24,39 €;3;0,00
22135;64;25,31 €;3;0,20
22136;33;1,83 €;4;0,00
22136;67;10,67 €;3;0,00
22137;24;3,35 €;4;0,00
22137;25;10,67 €;4;0,00
22137;51;40,40 €;3;0,00
22137;57;14,94 €;3;0,00
22138;7;22,87 €;3;0,00
22138;55;18,29 €;3;0,00
22138;60;25,92 €;4;0,00
22139;70;11,43 €;4;0,00
22140;21;7,62 €;4;0,00
22140;60;25,92 €;3;0,00
22140;61;21,65 €;4;0,00
22141;13;4,57 €;3;0,00
22141;17;29,73 €;4;0,00
22141;60;25,92 €;3;0,00
22142;60;25,92 €;4;0,00
22142;77;9,91 €;4;0,00
22143;60;25,92 €;4;0,00
22144;132;9,72 €;3;0,00
22144;133;9,91 €;4;0,00
22144;134;10,10 €;5;0,00
22144;135;10,67 €;3;0,00
22144;136;10,67 €;4;0,00
22144;137;10,67 €;5;0,00
22145;34;10,67 €;3;0,00
22145;40;14,03 €;3;0,10
22145;41;7,32 €;3;0,10
22146;17;29,73 €;4;0,10
22146;41;7,32 €;4;0,00
22146;53;25,00 €;3;0,10
22146;55;18,29 €;4;0,10
22146;68;9,45 €;4;0,00
22147;30;19,67 €;4;0,25
22147;54;5,64 €;3;0,25
22148;16;13,26 €;4;0,00
22148;19;7,01 €;3;0,00
22148;34;10,67 €;3;0,00
22149;41;7,32 €;4;0,00
22149;132;9,72 €;3;0,00
22149;133;9,91 €;4;0,00
22149;134;10,10 €;5;0,00
22149;135;10,67 €;3;0,00
22149;136;10,67 €;4;0,00
22149;137;10,67 €;5;0,00
22150;28;34,76 €;4;0,15
22150;43;35,06 €;3;0,15
22150;77;9,91 €;3;0,15
22151;39;13,72 €;3;0,00
22152;1;13,72 €;3;0,15
22152;2;14,48 €;3;0,15
22152;16;13,26 €;3;0,15
22152;31;9,45 €;3;0,00
22153;7;22,87 €;4;0,05
22153;13;4,57 €;4;0,05
22154;2;14,48 €;4;0,00
22154;41;7,32 €;3;0,00
22154;50;12,35 €;3;0,00
22154;64;25,31 €;4;0,00
22155;11;16,01 €;4;0,00
22155;24;3,35 €;3;0,00
22156;16;13,26 €;4;0,05
22157;2;14,48 €;4;0,15
22157;46;9,15 €;3;0,15
22157;76;13,72 €;4;0,15
22158;6;19,06 €;3;0,25
22158;14;17,68 €;3;0,25
22158;19;7,01 €;4;0,25
22159;2;14,48 €;3;0,20
22159;3;7,62 €;4;0,00
22159;4;16,77 €;3;0,00
22159;6;19,06 €;3;0,02
22159;7;22,87 €;3;0,05
22159;8;30,49 €;4;0,10
22159;10;23,63 €;3;0,00
22159;12;28,97 €;4;0,05
22159;13;4,57 €;4;0,00
22159;14;17,68 €;3;0,03
22159;16;13,26 €;4;0,03
22159;20;61,74 €;3;0,04
22159;23;6,86 €;4;0,00
22159;32;24,39 €;3;0,00
22159;39;13,72 €;4;0,05
22159;41;7,32 €;4;0,00
22159;46;9,15 €;4;0,02
22159;52;5,34 €;4;0,00
22159;55;18,29 €;4;0,00
22159;60;25,92 €;4;0,06
22159;64;25,31 €;4;0,03
22159;66;12,96 €;3;0,00
22159;73;11,43 €;4;0,01
22159;75;5,95 €;4;0,00
22159;77;9,91 €;4;0,00
22160;14;17,72 €;3;0,00
22160;48;9,72 €;4;0,05
22160;58;14,48 €;4;0,00
22161;48;9,72 €;4;0,00
22162;27;21,72 €;3;0,00
22162;38;26,53 €;4;0,00
22163;2;14,48 €;1;0,00
22163;44;14,83 €;4;0,00
22163;48;9,72 €;4;0,00
22163;77;7,93 €;4;0,00
22163;78;16,77 €;3;0,00
22164;2;14,48 €;1;0,00
22164;44;14,83 €;4;0,00
22164;46;9,15 €;1;0,00
22164;70;11,43 €;1;0,00
22164;78;16,77 €;3;0,00
22164;82;6,59 €;1;0,00
22164;598;7,24 €;1;0,00
22165;26;23,78 €;3;0,00
22165;41;7,32 €;3;0,00
22165;75;5,95 €;3;0,00
22166;14;17,68 €;3;0,15
22166;45;7,32 €;2;0,15
22166;59;41,92 €;2;0,15
22167;7;22,87 €;3;0,00
22167;35;13,72 €;2;0,00
22167;62;37,50 €;2;0,00
22168;32;24,39 €;2;0,15
22168;36;14,48 €;3;0,00
22169;7;22,87 €;3;0,15
22169;56;28,97 €;2;0,15
22170;18;47,56 €;2;0,00
22170;35;13,72 €;3;0,00
22170;63;33,54 €;2;0,00
22170;68;9,45 €;3;0,00
22171;20;61,74 €;2;0,00
22171;28;34,76 €;2;0,00
22171;56;28,97 €;3;0,00
22171;65;16,01 €;2;0,00
22171;75;5,95 €;3;0,00
22172;19;7,01 €;3;0,05
22172;75;5,95 €;2;0,05
22173;21;7,62 €;2;0,20
22173;32;24,39 €;3;0,20
22173;61;21,65 €;3;0,20
22174;17;29,73 €;3;0,00
22174;33;1,83 €;3;0,00
22175;29;94,37 €;3;0,00
22176;52;5,34 €;2;0,20
22177;52;4,27 €;3;0,00
22177;68;7,62 €;3;0,00
22178;10;23,63 €;3;0,00
22178;26;23,78 €;2;0,00
22178;45;7,32 €;3;0,00
22178;46;9,15 €;2;0,00
22179;2;14,48 €;2;0,25
22179;17;29,73 €;2;0,25
22179;47;7,32 €;3;0,25
22179;56;28,97 €;3;0,25
22179;58;10,06 €;3;0,25
22180;7;4,25 €;1;0,00
22180;27;26,83 €;3;0,25
22180;44;11,89 €;2;0,00
22180;54;4,57 €;3;0,10
22180;60;20,73 €;2;0,25
22180;761;3,64 €;1;0,00
22180;1448;9,77 €;1;0,00
22180;1495;12,41 €;1;0,00
22180;2650;8,54 €;3;0,25
22181;51;40,40 €;3;0,25
22182;24;2,74 €;3;0,05
22182;34;8,54 €;3;0,05
22182;36;11,59 €;2;0,05
22183;60;20,73 €;3;0,05
22183;69;21,95 €;2;0,05
22184;23;6,86 €;3;0,10
22184;35;13,72 €;2;0,10
22184;42;10,67 €;2;0,10
22184;58;10,06 €;3;0,10
22184;64;25,31 €;2;0,00
22185;22;16,01 €;2;0,00
22186;28;27,75 €;3;0,00
22186;44;11,89 €;3;0,05
22187;56;28,97 €;2;0,00
22188;12;28,97 €;2;0,05
22188;32;24,39 €;3;0,05
22188;35;13,72 €;3;0,05
22189;33;1,83 €;3;0,00
22189;51;40,40 €;2;0,00
22190;62;37,50 €;3;0,00
22191;42;8,54 €;3;0,00
22191;69;21,95 €;3;0,00
22192;16;10,67 €;3;0,00
22192;62;30,03 €;3;0,00
22193;26;23,78 €;2;0,20
22193;44;14,79 €;3;0,00
22193;64;25,31 €;2;0,20
22193;69;27,44 €;2;0,20
22194;12;23,17 €;3;0,05
22194;132;9,72 €;2;0,00
22194;133;9,91 €;3;0,00
22194;134;10,10 €;4;0,00
22194;135;10,67 €;2;0,00
22194;136;10,67 €;3;0,00
22195;11;16,01 €;2;0,00
22196;13;4,57 €;2;0,00
22196;65;16,01 €;2;0,00
22196;68;9,45 €;2;0,00
